id,mode,value,value-mode
2381,,227:104:0,paint
2382,,227:104:0,paint
2383,,227:104:0,paint
2384,,227:104:0,paint
2385,,227:104:0,paint
2386,,227:104:0,paint
2387,,227:104:0,paint
2388,,227:104:0,paint
2389,,227:104:0,paint
2390,,227:104:0,paint
2391,,227:104:0,paint
2392,,227:104:0,paint
2393,,227:104:0,paint
2394,,227:104:0,paint
2395,,227:104:0,paint
2396,,227:104:0,paint
2397,,227:104:0,paint
2398,,227:104:0,paint
2399,,227:104:0,paint
2400,,227:104:0,paint
2401,,227:104:0,paint
2402,,227:104:0,paint
2403,,227:104:0,paint
2404,,227:104:0,paint
2405,,227:104:0,paint
2406,,227:104:0,paint
2407,,227:104:0,paint
2408,,227:104:0,paint
2409,,227:104:0,paint
2410,,227:104:0,paint
2411,,227:104:0,paint
2412,,227:104:0,paint
2413,,227:104:0,paint
2414,,227:104:0,paint
2415,,227:104:0,paint
2416,,227:104:0,paint
2417,,227:104:0,paint
2418,,227:104:0,paint
2419,,227:104:0,paint
2420,,227:104:0,paint
2421,,227:104:0,paint
2422,,227:104:0,paint
2423,,227:104:0,paint
2424,,227:104:0,paint
2425,,227:104:0,paint
2426,,227:104:0,paint
2427,,227:104:0,paint
2428,,227:104:0,paint
2429,,227:104:0,paint
2430,,227:104:0,paint
2431,,227:104:0,paint
2432,,227:104:0,paint
2433,,227:104:0,paint
2434,,227:104:0,paint
2435,,227:104:0,paint
2436,,227:104:0,paint
2437,,227:104:0,paint
2438,,227:104:0,paint
2439,,227:104:0,paint
2440,,227:104:0,paint
2441,,227:104:0,paint
2442,,227:104:0,paint
2443,,227:104:0,paint
2444,,227:104:0,paint
2445,,227:104:0,paint
2446,,227:104:0,paint
2447,,227:104:0,paint
2448,,227:104:0,paint
2449,,227:104:0,paint
2450,,227:104:0,paint
2451,,227:104:0,paint
2452,,227:104:0,paint
2453,,227:104:0,paint
2454,,227:104:0,paint
2455,,227:104:0,paint
2456,,227:104:0,paint
2457,,227:104:0,paint
2458,,227:104:0,paint
2459,,227:104:0,paint
2460,,227:104:0,paint
2461,,227:104:0,paint
2462,,227:104:0,paint
2463,,227:104:0,paint
2464,,227:104:0,paint
2465,,227:104:0,paint
2466,,227:104:0,paint
2467,,227:104:0,paint
2468,,227:104:0,paint
2469,,227:104:0,paint
2470,,227:104:0,paint
2471,,227:104:0,paint
2472,,227:104:0,paint
2473,,227:104:0,paint
2474,,227:104:0,paint
2475,,227:104:0,paint
2476,,227:104:0,paint
2477,,227:104:0,paint
2478,,227:104:0,paint
2479,,227:104:0,paint
2480,,227:104:0,paint
2481,,227:104:0,paint
2482,,227:104:0,paint
2483,,227:104:0,paint
2484,,227:104:0,paint
2485,,227:104:0,paint
2486,,227:104:0,paint
2487,,227:104:0,paint
2488,,227:104:0,paint
2489,,227:104:0,paint
2490,,227:104:0,paint
2491,,227:104:0,paint
2492,,227:104:0,paint
2493,,227:104:0,paint
2494,,227:104:0,paint
2495,,227:104:0,paint
2496,,227:104:0,paint
2497,,227:104:0,paint
2498,,227:104:0,paint
2499,,227:104:0,paint
2500,,227:104:0,paint
2501,,227:104:0,paint
2502,,227:104:0,paint
2503,,227:104:0,paint
2504,,227:104:0,paint
2505,,227:104:0,paint
2506,,227:104:0,paint
2507,,227:104:0,paint
2508,,227:104:0,paint
2509,,227:104:0,paint
2510,,227:104:0,paint
2511,,227:104:0,paint
2512,,227:104:0,paint
2513,,227:104:0,paint
2514,,227:104:0,paint
2515,,227:104:0,paint
2516,,227:104:0,paint
2517,,227:104:0,paint
2518,,227:104:0,paint
2519,,227:104:0,paint
2520,,227:104:0,paint
2521,,227:104:0,paint
2522,,227:104:0,paint
2523,,227:104:0,paint
2524,,227:104:0,paint
2525,,227:104:0,paint
2526,,227:104:0,paint
2527,,227:104:0,paint
2528,,227:104:0,paint
2529,,227:104:0,paint
2530,,227:104:0,paint
2531,,227:104:0,paint
2532,,227:104:0,paint
2533,,227:104:0,paint
2534,,227:104:0,paint
2535,,227:104:0,paint
2536,,227:104:0,paint
2537,,227:104:0,paint
2538,,227:104:0,paint
2539,,227:104:0,paint
2540,,227:104:0,paint
2541,,227:104:0,paint
2542,,227:104:0,paint
2543,,227:104:0,paint
2544,,227:104:0,paint
2545,,227:104:0,paint
2546,,227:104:0,paint
2547,,227:104:0,paint
2548,,227:104:0,paint
2549,,227:104:0,paint
2550,,227:104:0,paint
2551,,227:104:0,paint
2552,,227:104:0,paint
2553,,227:104:0,paint
2554,,227:104:0,paint
2555,,227:104:0,paint
2556,,227:104:0,paint
2557,,227:104:0,paint
2558,,227:104:0,paint
2559,,227:104:0,paint
2560,,227:104:0,paint
2561,,227:104:0,paint
2562,,227:104:0,paint
2563,,227:104:0,paint
2564,,227:104:0,paint
2565,,227:104:0,paint
2566,,227:104:0,paint
2567,,227:104:0,paint
2568,,227:104:0,paint
2569,,227:104:0,paint
2570,,227:104:0,paint
2571,,227:104:0,paint
2572,,227:104:0,paint
2573,,227:104:0,paint
2574,,227:104:0,paint
2575,,227:104:0,paint
2576,,227:104:0,paint
2577,,227:104:0,paint
2578,,227:104:0,paint
2579,,227:104:0,paint
2580,,227:104:0,paint
2581,,227:104:0,paint
2582,,227:104:0,paint
2583,,227:104:0,paint
2584,,227:104:0,paint
2585,,227:104:0,paint
2586,,227:104:0,paint
2587,,227:104:0,paint
2588,,227:104:0,paint
2589,,227:104:0,paint
2590,,227:104:0,paint
2591,,227:104:0,paint
2592,,227:104:0,paint
2593,,227:104:0,paint
2594,,227:104:0,paint
2595,,227:104:0,paint
2596,,227:104:0,paint
2597,,227:104:0,paint
2598,,227:104:0,paint
2599,,227:104:0,paint
2600,,227:104:0,paint
2601,,227:104:0,paint
2602,,227:104:0,paint
2603,,227:104:0,paint
2604,,227:104:0,paint
2605,,227:104:0,paint
2606,,227:104:0,paint
2607,,227:104:0,paint
2608,,227:104:0,paint
2609,,227:104:0,paint
2610,,227:104:0,paint
2611,,227:104:0,paint
2612,,227:104:0,paint
2613,,227:104:0,paint
2614,,227:104:0,paint
2615,,227:104:0,paint
2616,,227:104:0,paint
2617,,227:104:0,paint
2618,,227:104:0,paint
2619,,227:104:0,paint
2620,,227:104:0,paint
2621,,227:104:0,paint
2622,,227:104:0,paint
2623,,227:104:0,paint
2624,,227:104:0,paint
2625,,227:104:0,paint
2626,,227:104:0,paint
2627,,227:104:0,paint
2628,,227:104:0,paint
2629,,227:104:0,paint
2630,,227:104:0,paint
2631,,227:104:0,paint
2632,,227:104:0,paint
2633,,227:104:0,paint
2634,,227:104:0,paint
2635,,227:104:0,paint
2636,,227:104:0,paint
2637,,227:104:0,paint
2638,,227:104:0,paint
2639,,227:104:0,paint
2640,,227:104:0,paint
2641,,227:104:0,paint
2642,,227:104:0,paint
2643,,227:104:0,paint
2644,,227:104:0,paint
2645,,227:104:0,paint
2646,,227:104:0,paint
2647,,227:104:0,paint
2648,,227:104:0,paint
2649,,227:104:0,paint
2650,,227:104:0,paint
2651,,227:104:0,paint
2652,,227:104:0,paint
2653,,227:104:0,paint
2654,,227:104:0,paint
2655,,227:104:0,paint
2656,,227:104:0,paint
2657,,227:104:0,paint
2658,,227:104:0,paint
2659,,227:104:0,paint
2660,,227:104:0,paint
2661,,227:104:0,paint
2662,,227:104:0,paint
2663,,227:104:0,paint
2664,,227:104:0,paint
2665,,227:104:0,paint
2666,,227:104:0,paint
2667,,227:104:0,paint
2668,,227:104:0,paint
2669,,227:104:0,paint
2670,,227:104:0,paint
2671,,227:104:0,paint
2672,,227:104:0,paint
2673,,227:104:0,paint
2674,,227:104:0,paint
2675,,227:104:0,paint
2676,,227:104:0,paint
2677,,227:104:0,paint
2678,,227:104:0,paint
2679,,227:104:0,paint
2680,,227:104:0,paint
2681,,227:104:0,paint
2682,,227:104:0,paint
2683,,227:104:0,paint
2684,,227:104:0,paint
2685,,227:104:0,paint
2686,,227:104:0,paint
2687,,227:104:0,paint
2688,,227:104:0,paint
2689,,227:104:0,paint
2690,,227:104:0,paint
2691,,227:104:0,paint
2692,,227:104:0,paint
2693,,227:104:0,paint
2694,,227:104:0,paint
2695,,227:104:0,paint
2696,,227:104:0,paint
2697,,227:104:0,paint
2698,,227:104:0,paint
2699,,227:104:0,paint
2700,,227:104:0,paint
2701,,227:104:0,paint
2702,,227:104:0,paint
2703,,227:104:0,paint
2704,,227:104:0,paint
2705,,227:104:0,paint
2706,,227:104:0,paint
2707,,227:104:0,paint
2708,,227:104:0,paint
2709,,227:104:0,paint
2710,,227:104:0,paint
2711,,227:104:0,paint
2712,,227:104:0,paint
2713,,227:104:0,paint
2714,,227:104:0,paint
2715,,227:104:0,paint
2716,,227:104:0,paint
2717,,227:104:0,paint
2718,,227:104:0,paint
2719,,227:104:0,paint
2720,,227:104:0,paint
2721,,227:104:0,paint
2722,,227:104:0,paint
2723,,227:104:0,paint
2724,,227:104:0,paint
2725,,227:104:0,paint
2726,,227:104:0,paint
2727,,227:104:0,paint
2728,,227:104:0,paint
2729,,227:104:0,paint
2730,,227:104:0,paint
2731,,227:104:0,paint
2732,,227:104:0,paint
2733,,227:104:0,paint
2734,,227:104:0,paint
2735,,227:104:0,paint
2736,,227:104:0,paint
2737,,227:104:0,paint
2738,,227:104:0,paint
2739,,227:104:0,paint
2740,,227:104:0,paint
2741,,227:104:0,paint
2742,,227:104:0,paint
2743,,227:104:0,paint
2744,,227:104:0,paint
2745,,227:104:0,paint
2746,,227:104:0,paint
2747,,227:104:0,paint
2748,,227:104:0,paint
2749,,227:104:0,paint
2750,,227:104:0,paint
2751,,227:104:0,paint
2752,,227:104:0,paint
2753,,227:104:0,paint
2754,,227:104:0,paint
2755,,227:104:0,paint
2756,,227:104:0,paint
2757,,227:104:0,paint
2758,,227:104:0,paint
2759,,227:104:0,paint
2760,,227:104:0,paint
2761,,227:104:0,paint
2762,,227:104:0,paint
2763,,227:104:0,paint
2764,,227:104:0,paint
2765,,227:104:0,paint
2766,,227:104:0,paint
2767,,227:104:0,paint
2768,,227:104:0,paint
